Date,Description,Category,Amount
2022-04-22,"Transaction 4795","Auto Loan",-42.95
2022-09-25,"Transaction 4796","Dental Care",-43.89
2023-08-08,"Transaction 4797",Daycare,-40.71
2022-05-11,"Transaction 4798","Auto Loan",-37.80
2023-04-07,"Transaction 4799","Auto Loan",-42.75
2023-02-17,"Transaction 4800",Groceries,-49.65
2022-05-24,"Transaction 4801",Daycare,-13.62
2022-02-22,"Transaction 4802",Entertainment,-40.59
2023-07-18,"Transaction 4803",Income,982.59
2023-02-22,"Transaction 4804",Income,400.15
2023-10-16,"Transaction 4805",Groceries,-34.03
2022-12-18,"Transaction 4806","Auto Loan",-28.31
2022-11-24,"Transaction 4807","Cable TV",-17.30
2022-09-13,"Transaction 4808","Dental Care",-29.86
2023-10-20,"Transaction 4809",Income,723.27
2023-05-06,"Transaction 4810",Income,810.70
2024-01-17,"Transaction 4811",Daycare,-21.34
2023-02-19,"Transaction 4812","Dental Care",-13.30
2024-02-03,"Transaction 4813",Entertainment,-45.48
2024-01-31,"Transaction 4814","Auto Loan",-33.79
2023-02-09,"Transaction 4815",Groceries,-41.16
2022-02-12,"Transaction 4816","Coffee Shops",-44.35
2022-07-09,"Transaction 4817","Cable TV",-14.33
2023-06-29,"Transaction 4818",Daycare,-39.27
2022-06-07,"Transaction 4819","Auto Loan",-22.86
2022-04-01,"Transaction 4820",Groceries,-23.98
2023-07-25,"Transaction 4821",Daycare,-21.97
2023-07-08,"Transaction 4822","Coffee Shops",-33.84
2022-07-18,"Transaction 4823",Entertainment,-17.06
2022-03-16,"Transaction 4824",Entertainment,-13.14
2022-05-10,"Transaction 4825",Income,892.08
2022-03-18,"Transaction 4826","Cable TV",-34.82
2022-01-06,"Transaction 4827","Cable TV",-16.09
2022-12-29,"Transaction 4828",Entertainment,-34.75
2022-06-01,"Transaction 4829",Entertainment,-39.44
2023-04-05,"Transaction 4830",Income,431.90
2023-01-17,"Transaction 4831","Coffee Shops",-18.62
2022-08-25,"Transaction 4832",Entertainment,-21.81
2023-10-25,"Transaction 4833","Cable TV",-36.95
2022-06-19,"Transaction 4834","Coffee Shops",-17.37
2022-10-29,"Transaction 4835","Coffee Shops",-41.68
2022-06-30,"Transaction 4836",Groceries,-45.40
2023-02-10,"Transaction 4837",Groceries,-30.73
2022-06-01,"Transaction 4838","Cable TV",-33.96
2023-07-05,"Transaction 4839",Income,961.54
2022-10-06,"Transaction 4840",Daycare,-33.21
2023-12-15,"Transaction 4841","Coffee Shops",-21.83
2023-08-21,"Transaction 4842",Income,873.04
2022-05-15,"Transaction 4843",Daycare,-15.92
2023-10-24,"Transaction 4844",Daycare,-36.08
2022-05-23,"Transaction 4845",Daycare,-36.86
2022-06-10,"Transaction 4846","Cable TV",-22.77
2023-12-03,"Transaction 4847",Entertainment,-19.14
2023-12-22,"Transaction 4848",Daycare,-31.75
2022-06-28,"Transaction 4849","Cable TV",-44.16
2022-07-13,"Transaction 4850",Entertainment,-20.64
2022-01-09,"Transaction 4851",Groceries,-33.35
2023-06-03,"Transaction 4852","Coffee Shops",-48.03
2022-02-10,"Transaction 4853",Groceries,-42.80
2024-02-16,"Transaction 4854","Auto Loan",-14.22
2022-04-30,"Transaction 4855","Cable TV",-12.10
2023-08-31,"Transaction 4856",Entertainment,-23.02
2022-09-13,"Transaction 4857","Coffee Shops",-18.27
2024-01-18,"Transaction 4858","Coffee Shops",-34.94
2022-10-23,"Transaction 4859","Coffee Shops",-44.80
2022-05-08,"Transaction 4860","Auto Loan",-45.23
2022-07-21,"Transaction 4861",Income,654.37
2023-11-12,"Transaction 4862","Coffee Shops",-15.00
2024-01-25,"Transaction 4863","Cable TV",-17.06
2022-10-12,"Transaction 4864",Entertainment,-33.02
2023-06-04,"Transaction 4865","Cable TV",-35.98
2022-10-25,"Transaction 4866","Auto Loan",-19.95
2023-05-02,"Transaction 4867","Dental Care",-12.63
2023-12-18,"Transaction 4868","Auto Loan",-15.42
2023-12-26,"Transaction 4869","Auto Loan",-35.01
2022-06-07,"Transaction 4870","Auto Loan",-36.73
2023-12-23,"Transaction 4871","Auto Loan",-32.57
2022-02-10,"Transaction 4872","Coffee Shops",-19.82
2022-01-12,"Transaction 4873",Daycare,-30.94
2023-06-26,"Transaction 4874","Auto Loan",-42.38
2022-01-21,"Transaction 4875","Dental Care",-22.30
2022-03-26,"Transaction 4876",Income,891.21
2022-06-08,"Transaction 4877",Entertainment,-29.45
2023-12-05,"Transaction 4878","Coffee Shops",-21.80
2023-04-03,"Transaction 4879",Income,977.63
2023-11-11,"Transaction 4880","Auto Loan",-35.74
2023-09-14,"Transaction 4881",Entertainment,-16.94
2022-10-02,"Transaction 4882","Coffee Shops",-40.43
2022-01-14,"Transaction 4883",Daycare,-33.02
2023-12-23,"Transaction 4884","Dental Care",-37.77
2022-12-04,"Transaction 4885",Income,818.94
2023-11-24,"Transaction 4886",Groceries,-20.77
2023-03-03,"Transaction 4887","Cable TV",-24.32
2022-01-02,"Transaction 4888",Income,599.31
2022-01-17,"Transaction 4889","Cable TV",-18.42
2023-11-30,"Transaction 4890",Groceries,-21.63
2022-05-22,"Transaction 4891","Cable TV",-41.82
2022-11-27,"Transaction 4892",Daycare,-21.74
2022-07-25,"Transaction 4893","Coffee Shops",-46.77
2023-02-11,"Transaction 4894",Daycare,-42.31
2022-03-22,"Transaction 4895","Cable TV",-10.03
2022-06-05,"Transaction 4896",Daycare,-25.82
2023-09-24,"Transaction 4897","Dental Care",-24.62
2023-08-30,"Transaction 4898","Dental Care",-10.56
2022-12-26,"Transaction 4899","Coffee Shops",-30.39
2023-01-21,"Transaction 4900",Income,841.87
2022-01-25,"Transaction 4901",Groceries,-38.01
2022-07-30,"Transaction 4902",Entertainment,-31.60
2024-02-10,"Transaction 4903",Groceries,-35.64
2023-04-20,"Transaction 4904",Daycare,-42.90
2022-09-23,"Transaction 4905",Daycare,-30.42
2023-04-15,"Transaction 4906",Entertainment,-20.22
2023-04-08,"Transaction 4907",Daycare,-28.56
2022-11-20,"Transaction 4908","Auto Loan",-20.66
2023-07-22,"Transaction 4909",Entertainment,-46.79
2023-08-17,"Transaction 4910","Auto Loan",-24.66
2023-03-31,"Transaction 4911",Daycare,-39.45
2022-11-01,"Transaction 4912",Daycare,-23.77
2023-05-28,"Transaction 4913",Entertainment,-34.30
2023-09-26,"Transaction 4914",Daycare,-35.23
2022-10-14,"Transaction 4915",Income,483.06
2022-06-11,"Transaction 4916",Groceries,-29.04
2022-07-18,"Transaction 4917","Coffee Shops",-21.24
2022-12-25,"Transaction 4918",Entertainment,-32.64
2023-05-12,"Transaction 4919","Coffee Shops",-27.56
2022-08-18,"Transaction 4920","Coffee Shops",-21.22
2023-02-20,"Transaction 4921",Groceries,-14.20
2023-12-25,"Transaction 4922","Coffee Shops",-30.16
2023-04-03,"Transaction 4923",Entertainment,-39.14
2024-02-24,"Transaction 4924",Entertainment,-48.14
2022-10-30,"Transaction 4925",Groceries,-45.39
2022-08-03,"Transaction 4926",Entertainment,-22.16
2023-11-28,"Transaction 4927","Auto Loan",-13.38
2024-02-01,"Transaction 4928","Dental Care",-36.00
2022-12-15,"Transaction 4929",Income,821.62
2022-09-20,"Transaction 4930","Auto Loan",-49.75
2022-09-20,"Transaction 4931","Auto Loan",-14.66
2022-01-31,"Transaction 4932","Coffee Shops",-24.62
2022-07-15,"Transaction 4933",Groceries,-24.27
2023-04-22,"Transaction 4934",Income,556.09
2023-02-16,"Transaction 4935","Cable TV",-12.68
2023-02-17,"Transaction 4936","Coffee Shops",-39.04
2024-02-18,"Transaction 4937",Daycare,-38.93
2023-03-20,"Transaction 4938","Coffee Shops",-34.63
2023-03-21,"Transaction 4939","Dental Care",-43.38
2022-12-26,"Transaction 4940","Cable TV",-24.46
2022-06-02,"Transaction 4941",Daycare,-20.30
2023-07-22,"Transaction 4942","Dental Care",-20.74
2023-05-01,"Transaction 4943",Groceries,-12.55
2023-04-28,"Transaction 4944","Auto Loan",-39.73
2023-11-02,"Transaction 4945",Income,384.99
2022-12-03,"Transaction 4946",Daycare,-25.65
2023-12-24,"Transaction 4947",Daycare,-48.74
2023-01-02,"Transaction 4948",Income,751.26
2023-03-23,"Transaction 4949","Cable TV",-31.51
2022-04-25,"Transaction 4950","Dental Care",-39.19
2023-08-16,"Transaction 4951",Groceries,-12.85
2022-09-01,"Transaction 4952","Auto Loan",-24.80
2022-09-26,"Transaction 4953",Income,558.80
2022-06-06,"Transaction 4954","Cable TV",-45.79
2023-09-11,"Transaction 4955","Coffee Shops",-39.51
2022-11-09,"Transaction 4956","Auto Loan",-47.22
2023-07-26,"Transaction 4957","Dental Care",-34.62
2023-10-03,"Transaction 4958",Groceries,-30.16
2023-09-24,"Transaction 4959","Dental Care",-44.04
2023-07-06,"Transaction 4960","Coffee Shops",-48.38
2023-04-11,"Transaction 4961",Daycare,-30.00
2023-07-11,"Transaction 4962",Daycare,-43.06
2022-05-29,"Transaction 4963","Cable TV",-25.11
2023-01-06,"Transaction 4964","Auto Loan",-31.07
2022-06-28,"Transaction 4965",Entertainment,-12.15
2022-04-08,"Transaction 4966","Dental Care",-38.03
2023-08-06,"Transaction 4967","Coffee Shops",-37.10
2022-04-23,"Transaction 4968","Auto Loan",-16.23
2022-12-24,"Transaction 4969","Cable TV",-26.74
2023-04-23,"Transaction 4970","Auto Loan",-36.58
2023-05-13,"Transaction 4971","Cable TV",-38.11
2023-11-11,"Transaction 4972","Dental Care",-42.20
2023-11-18,"Transaction 4973",Groceries,-25.71
2022-05-03,"Transaction 4974","Coffee Shops",-16.92
2023-11-16,"Transaction 4975",Groceries,-41.75
2023-06-19,"Transaction 4976",Entertainment,-33.67
2022-03-17,"Transaction 4977",Entertainment,-32.62
2022-05-04,"Transaction 4978",Groceries,-43.37
2023-10-12,"Transaction 4979",Income,260.25
2023-01-04,"Transaction 4980","Dental Care",-24.54
2023-12-17,"Transaction 4981","Coffee Shops",-21.27
2023-03-24,"Transaction 4982","Dental Care",-14.28
2022-09-17,"Transaction 4983",Entertainment,-18.21
2022-02-20,"Transaction 4984","Dental Care",-44.25
2022-03-05,"Transaction 4985","Coffee Shops",-26.80
2022-07-30,"Transaction 4986","Auto Loan",-19.76
2023-07-15,"Transaction 4987",Groceries,-32.49
2023-10-17,"Transaction 4988","Coffee Shops",-29.00
2022-08-17,"Transaction 4989",Daycare,-11.21
2023-04-05,"Transaction 4990","Dental Care",-25.41
2023-08-10,"Transaction 4991",Entertainment,-46.97
2023-12-31,"Transaction 4992",Groceries,-45.17
2022-03-31,"Transaction 4993","Coffee Shops",-45.67
2023-03-11,"Transaction 4994","Cable TV",-31.65
2022-11-09,"Transaction 4995","Auto Loan",-40.73
2023-08-21,"Transaction 4996","Dental Care",-17.16
2023-01-16,"Transaction 4997",Income,277.45
2023-03-22,"Transaction 4998","Coffee Shops",-34.18
2022-09-28,"Transaction 4999","Coffee Shops",-28.43
2024-01-14,"Transaction 5000","Coffee Shops",-44.53
2023-04-07,"Transaction 5001",Daycare,-18.10
2024-01-25,"Transaction 5002",Entertainment,-12.43
2022-02-18,"Transaction 5003",Income,620.72
2023-02-16,"Transaction 5004",Daycare,-12.71
2022-08-06,"Transaction 5005","Cable TV",-46.37
2022-04-27,"Transaction 5006","Coffee Shops",-29.57
2022-05-24,"Transaction 5007",Entertainment,-10.29
2023-07-09,"Transaction 5008","Auto Loan",-21.66
2022-01-25,"Transaction 5009",Entertainment,-35.16
2022-01-02,"Transaction 5010",Entertainment,-39.55
2023-08-14,"Transaction 5011","Dental Care",-44.21
2022-10-27,"Transaction 5012","Auto Loan",-26.99
2024-02-01,"Transaction 5013",Groceries,-49.39
2023-04-07,"Transaction 5014","Cable TV",-28.55
2023-08-07,"Transaction 5015",Daycare,-20.77
2022-03-20,"Transaction 5016",Groceries,-27.52
2023-04-25,"Transaction 5017","Dental Care",-30.98
2022-01-03,"Transaction 5018","Auto Loan",-43.19
2023-06-05,"Transaction 5019",Daycare,-28.93
2023-05-23,"Transaction 5020","Dental Care",-17.71
2022-10-21,"Transaction 5021","Cable TV",-23.44
2022-07-21,"Transaction 5022","Coffee Shops",-34.87
2023-08-02,"Transaction 5023",Entertainment,-16.13
2023-08-02,"Transaction 5024",Entertainment,-26.92
2022-02-07,"Transaction 5025","Cable TV",-22.32
2023-11-25,"Transaction 5026",Income,208.31
2023-05-29,"Transaction 5027","Coffee Shops",-10.45
2022-10-11,"Transaction 5028","Auto Loan",-15.01
2023-01-12,"Transaction 5029",Income,765.55
2022-03-28,"Transaction 5030",Daycare,-42.91
2023-03-06,"Transaction 5031",Groceries,-17.61
2023-01-17,"Transaction 5032","Dental Care",-19.95
2022-11-09,"Transaction 5033","Auto Loan",-16.47
2022-01-18,"Transaction 5034","Auto Loan",-30.48
2022-03-31,"Transaction 5035","Coffee Shops",-31.16
2022-11-02,"Transaction 5036",Entertainment,-12.00
2023-02-11,"Transaction 5037",Daycare,-30.21
2022-04-14,"Transaction 5038",Groceries,-37.61
2023-01-15,"Transaction 5039","Auto Loan",-34.47
2022-06-11,"Transaction 5040",Entertainment,-16.22
2022-08-01,"Transaction 5041",Income,458.52
2023-10-20,"Transaction 5042","Coffee Shops",-44.49
2023-10-17,"Transaction 5043","Cable TV",-42.84
2024-02-15,"Transaction 5044",Groceries,-48.83
2023-12-01,"Transaction 5045",Daycare,-15.76
2023-12-11,"Transaction 5046","Dental Care",-36.85
2022-02-23,"Transaction 5047",Entertainment,-22.35
2022-03-22,"Transaction 5048","Cable TV",-24.09
2023-06-16,"Transaction 5049","Dental Care",-48.00
2022-10-19,"Transaction 5050",Groceries,-23.91
2023-10-25,"Transaction 5051","Dental Care",-39.10
2022-11-23,"Transaction 5052",Income,578.71
2023-08-27,"Transaction 5053","Dental Care",-37.78
2022-03-13,"Transaction 5054","Coffee Shops",-25.45
2023-05-28,"Transaction 5055",Entertainment,-11.72
2022-10-10,"Transaction 5056","Coffee Shops",-32.51
2022-10-24,"Transaction 5057","Auto Loan",-35.32
2024-02-06,"Transaction 5058",Entertainment,-39.12
2022-01-30,"Transaction 5059",Income,470.96
2023-06-15,"Transaction 5060","Coffee Shops",-18.19
2023-04-11,"Transaction 5061",Entertainment,-25.93
2022-07-07,"Transaction 5062","Dental Care",-49.90
2023-11-03,"Transaction 5063","Auto Loan",-21.00
2023-11-07,"Transaction 5064",Groceries,-42.13
2024-01-17,"Transaction 5065","Dental Care",-47.43
2022-09-05,"Transaction 5066",Income,958.44
2022-03-17,"Transaction 5067","Dental Care",-44.70
2024-01-05,"Transaction 5068","Auto Loan",-20.60
2022-04-04,"Transaction 5069","Cable TV",-45.52
2023-10-26,"Transaction 5070","Cable TV",-28.44
2022-06-28,"Transaction 5071",Groceries,-43.62
2022-06-03,"Transaction 5072","Auto Loan",-26.80
2022-11-04,"Transaction 5073","Auto Loan",-12.34
2022-09-16,"Transaction 5074",Entertainment,-32.70
2023-05-18,"Transaction 5075","Coffee Shops",-26.29
2022-05-11,"Transaction 5076","Dental Care",-45.54
2022-05-18,"Transaction 5077",Groceries,-42.77
2024-01-14,"Transaction 5078","Coffee Shops",-39.96
2022-07-04,"Transaction 5079",Daycare,-43.42
2022-11-06,"Transaction 5080",Income,389.79
2022-06-28,"Transaction 5081",Income,530.61
2023-04-18,"Transaction 5082","Dental Care",-16.83
2022-09-27,"Transaction 5083",Daycare,-49.11
2023-03-14,"Transaction 5084",Groceries,-21.06
2023-01-15,"Transaction 5085","Auto Loan",-47.87
2022-12-08,"Transaction 5086","Cable TV",-26.51
2022-11-06,"Transaction 5087","Cable TV",-35.49
2023-09-19,"Transaction 5088","Auto Loan",-44.89
2023-07-08,"Transaction 5089","Cable TV",-32.12
2022-04-24,"Transaction 5090","Dental Care",-27.50
2024-02-04,"Transaction 5091","Auto Loan",-24.91
2023-12-18,"Transaction 5092",Daycare,-45.97
2022-08-24,"Transaction 5093","Dental Care",-18.50
2024-01-12,"Transaction 5094","Auto Loan",-32.41
2023-05-13,"Transaction 5095",Income,725.94
2023-02-06,"Transaction 5096",Income,491.00
2023-09-21,"Transaction 5097",Groceries,-28.09
2022-01-11,"Transaction 5098","Cable TV",-15.43
2022-12-13,"Transaction 5099","Coffee Shops",-15.38
2023-10-23,"Transaction 5100","Cable TV",-11.80
2023-01-06,"Transaction 5101","Auto Loan",-45.17
2022-09-20,"Transaction 5102",Entertainment,-34.56
2023-07-21,"Transaction 5103",Daycare,-30.48
2023-10-20,"Transaction 5104","Dental Care",-44.24
2022-09-05,"Transaction 5105","Dental Care",-29.21
2022-05-28,"Transaction 5106","Auto Loan",-26.50
2022-02-12,"Transaction 5107",Entertainment,-21.67
2022-11-17,"Transaction 5108",Income,617.31
2022-08-06,"Transaction 5109","Coffee Shops",-41.81
2023-12-09,"Transaction 5110","Auto Loan",-42.48
2023-10-02,"Transaction 5111",Income,577.53
2022-07-30,"Transaction 5112",Income,438.41
2022-03-30,"Transaction 5113","Auto Loan",-41.29
2023-06-18,"Transaction 5114","Coffee Shops",-38.44
2023-05-01,"Transaction 5115","Coffee Shops",-49.03
2023-06-11,"Transaction 5116",Groceries,-23.53
2022-12-31,"Transaction 5117",Daycare,-35.11
2022-10-26,"Transaction 5118","Dental Care",-22.02
2022-04-19,"Transaction 5119",Income,891.41
2022-10-23,"Transaction 5120","Dental Care",-38.90
2022-12-05,"Transaction 5121","Auto Loan",-28.86
2024-02-15,"Transaction 5122","Dental Care",-37.26
2023-01-25,"Transaction 5123",Daycare,-33.94
2022-12-07,"Transaction 5124",Entertainment,-38.26
2023-10-29,"Transaction 5125",Income,639.91
2023-01-13,"Transaction 5126","Coffee Shops",-39.02
2022-10-05,"Transaction 5127","Dental Care",-40.87
2023-03-11,"Transaction 5128","Coffee Shops",-48.88
2022-11-11,"Transaction 5129",Entertainment,-34.19
2022-12-02,"Transaction 5130",Entertainment,-41.42
2022-12-13,"Transaction 5131","Cable TV",-35.68
2022-03-01,"Transaction 5132",Groceries,-12.72
2022-01-19,"Transaction 5133",Entertainment,-41.57
2023-07-23,"Transaction 5134",Income,231.30
2022-09-05,"Transaction 5135","Cable TV",-12.37
2022-03-23,"Transaction 5136","Auto Loan",-21.17
2022-08-28,"Transaction 5137","Dental Care",-45.18
2022-09-28,"Transaction 5138",Groceries,-33.72
2023-06-09,"Transaction 5139","Coffee Shops",-26.16
2023-12-20,"Transaction 5140","Cable TV",-15.04
2022-09-10,"Transaction 5141","Cable TV",-17.49
2023-04-05,"Transaction 5142",Income,762.87
2022-05-09,"Transaction 5143",Income,881.88
2022-03-08,"Transaction 5144",Income,496.89
2022-09-06,"Transaction 5145",Groceries,-42.70
2023-05-24,"Transaction 5146",Groceries,-27.68
2023-12-09,"Transaction 5147","Coffee Shops",-23.94
2022-03-21,"Transaction 5148","Coffee Shops",-37.71
2023-07-06,"Transaction 5149",Daycare,-33.53
2023-04-19,"Transaction 5150",Daycare,-29.19
2023-09-24,"Transaction 5151","Cable TV",-38.75
2023-01-12,"Transaction 5152",Groceries,-45.10
2022-10-28,"Transaction 5153","Dental Care",-24.37
2022-07-28,"Transaction 5154","Dental Care",-15.75
2023-01-18,"Transaction 5155","Auto Loan",-29.05
2022-03-19,"Transaction 5156",Groceries,-23.59
2022-01-28,"Transaction 5157","Dental Care",-43.53
2023-01-22,"Transaction 5158","Cable TV",-29.02
2022-08-28,"Transaction 5159",Daycare,-27.05
2022-09-01,"Transaction 5160","Auto Loan",-33.51
2023-01-06,"Transaction 5161","Cable TV",-10.46
2022-11-08,"Transaction 5162","Auto Loan",-48.04
2023-05-03,"Transaction 5163","Auto Loan",-17.96
2023-02-21,"Transaction 5164","Auto Loan",-19.27
2023-02-15,"Transaction 5165","Auto Loan",-19.19
2022-08-27,"Transaction 5166","Auto Loan",-15.24
2023-06-15,"Transaction 5167",Income,774.42
2023-10-23,"Transaction 5168","Dental Care",-34.03
2023-02-23,"Transaction 5169","Coffee Shops",-11.42
2023-09-20,"Transaction 5170",Entertainment,-43.41
2022-06-06,"Transaction 5171","Dental Care",-20.22
2022-02-08,"Transaction 5172","Cable TV",-25.74
2022-01-28,"Transaction 5173",Income,895.22
2022-02-21,"Transaction 5174",Daycare,-40.19
2023-03-28,"Transaction 5175",Groceries,-32.52
2022-01-24,"Transaction 5176","Coffee Shops",-24.54
2023-03-10,"Transaction 5177","Coffee Shops",-21.21
2022-09-18,"Transaction 5178",Groceries,-11.65
2023-11-19,"Transaction 5179",Income,301.93
2023-07-16,"Transaction 5180","Coffee Shops",-39.37
2022-04-08,"Transaction 5181","Coffee Shops",-47.48
2022-12-30,"Transaction 5182","Cable TV",-20.21
2022-09-09,"Transaction 5183",Entertainment,-12.47
2023-05-13,"Transaction 5184","Dental Care",-45.94
2023-11-18,"Transaction 5185","Auto Loan",-19.29
2023-08-20,"Transaction 5186",Daycare,-35.88
2023-07-21,"Transaction 5187","Coffee Shops",-44.16
2023-06-29,"Transaction 5188","Cable TV",-29.60
2022-07-25,"Transaction 5189",Income,578.71
2022-05-02,"Transaction 5190","Auto Loan",-20.77
2022-10-10,"Transaction 5191",Daycare,-23.52
2023-09-06,"Transaction 5192",Groceries,-21.51
2022-07-24,"Transaction 5193","Dental Care",-24.37
2022-03-31,"Transaction 5194",Entertainment,-21.56
2022-01-07,"Transaction 5195","Dental Care",-13.95
2024-01-15,"Transaction 5196","Dental Care",-24.87
2023-05-28,"Transaction 5197","Auto Loan",-18.70
2023-04-02,"Transaction 5198",Entertainment,-29.52
